provenance_id,record_id,partition,molecule_name,inchikey,property_code,property_name,final_value,unit,value_origin_class,high_confidence_source_subset,reference_ids,primary_reference_id,source_category,publisher_or_host,doi,url,citation_or_web_title,value_basis,measurement_conditions_or_method_note,conditions_status,quality_grade,verification_note,provenance_reconstruction_basis
PV-00840,HC-0128,development,"2,7-Dimethyloctane",KEVMYFLMMDUPJE-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.8373,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-00841,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.0,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-00842,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,32.4852,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0053,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00843,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y03,Density,0.7383,g cm^-3,experimental measurement,True,REF-0053,REF-0053,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1021/je400274f,https://doi.org/10.1021/je400274f,"Prak, D. J. L.[Dianne J. Luning]; Brown, E. K.[Eva K.]; Trulove, P. C.[Paul C.] (2013). Density, Viscosity, Speed of Sound, and Bulk Modulus of Methyl Alkanes, Dimethyl Alkanes, and Hydrotreated Renewable Fuels. J. Chem. Eng. Data 58, 2065-2075. https://doi.org/10.1021/je400274f",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=101.325 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00844,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-48.9,degC,source-reported experimental value,True,REF-0311,REF-0311,PubChem source-linked experimental annotation,www.hmdb.ca,,https://www.hmdb.ca/metabolites/HMDB0039000,Human Metabolome Database (HMDB),melting/fusion proxy,-48.9 °C,reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00845,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y05,Boiling point,189.3,degC,source-reported experimental value,True,REF-0311,REF-0311,PubChem source-linked experimental annotation,www.hmdb.ca,,https://www.hmdb.ca/metabolites/HMDB0039000,Human Metabolome Database (HMDB),760.00 mm Hg,189.30 °C. @ 760.00 mm Hg,reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00846,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y06,Flash point,57.59,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00847,HC-0129,development,2-Methyldecane,CNPVJWYWYZMPDS-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.0901,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-00848,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.126,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-00849,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,31.5633278,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0053,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00850,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y03,Density,0.7153,g cm^-3,experimental measurement,True,REF-0053,REF-0053,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1021/je400274f,https://doi.org/10.1021/je400274f,"Prak, D. J. L.[Dianne J. Luning]; Brown, E. K.[Eva K.]; Trulove, P. C.[Paul C.] (2013). Density, Viscosity, Speed of Sound, and Bulk Modulus of Methyl Alkanes, Dimethyl Alkanes, and Hydrotreated Renewable Fuels. J. Chem. Eng. Data 58, 2065-2075. https://doi.org/10.1021/je400274f",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=101.325 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00851,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-80.4,degC,evaluated or compiled literature value,True,REF-0312,REF-0312,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3221612&Units=SI&Mask=6,"Mears, Fookson, et al., 1950 Mears, T.W.; Fookson, A.; Pomerantz, P.; Rich, E.H.; Dussinger, C.S.; Howard, F.L., Syntheses and Properties of Two Olefins, Six Paraffins, and Their Intermediates, J. Res. Natl. Bur. Stand. (U. S.), 1950, 44, 299. [all data]",NIST fusion/melting temperature,Record type: fusion_temperature; method: N/A; comment: Uncertainty assigned by TRC = 0.15 K; TRC,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00852,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y05,Boiling point,142.95,degC,evaluated or compiled literature value,True,REF-0313,REF-0313,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3221612&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated normal boiling point: Average of 14 values; Individual data points,NIST normal boiling point,Record type: normal_boiling_point; method: AVG; comment: Average of 14 values; Individual data points,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-00853,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y06,Flash point,25.93,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00854,HC-0130,development,2-Methyloctane,ZUBZATZOEPUUQF-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.6582,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00855,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.0,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-00856,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,32.647999999999996,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0004,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00857,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y03,Density,0.742,g cm^-3,source database value; measurement status not resolved,False,REF-0004,REF-0004,official government-laboratory dataset export,NREL/LBNL,,https://github.com/NatLabRockies/cooptima-co-optimizer/blob/fe0342ab50c2bbe1ce707a2fec049f709e0894f2/Fuel%20Engine%20Co%20Optimization-2.csv,"Co-Optima Co-Optimizer Fuel Engine Co Optimization-2.csv, commit fe0342ab50c2bbe1ce707a2fec049f709e0894f2.",Co-Optima selected value at 20 °C,Original source label: Scifinder; flag: predicted,reported,B,Measured/predicted flag retained exactly from the NREL export.,identity + property + reference matched to the audited prior provenance table
PV-00858,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-43.5,degC,source database value; measurement status not resolved,False,REF-0004,REF-0004,official government-laboratory dataset export,NREL/LBNL,,https://github.com/NatLabRockies/cooptima-co-optimizer/blob/fe0342ab50c2bbe1ce707a2fec049f709e0894f2/Fuel%20Engine%20Co%20Optimization-2.csv,"Co-Optima Co-Optimizer Fuel Engine Co Optimization-2.csv, commit fe0342ab50c2bbe1ce707a2fec049f709e0894f2.",Co-Optima selected property value,Original source label: EPI Suite Chemspider; flag: predicted,reported,B,Measured/predicted flag retained exactly from the NREL export.,identity + property + reference matched to the audited prior provenance table
PV-00859,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y05,Boiling point,188.9,degC,source database value; measurement status not resolved,False,REF-0004,REF-0004,official government-laboratory dataset export,NREL/LBNL,,https://github.com/NatLabRockies/cooptima-co-optimizer/blob/fe0342ab50c2bbe1ce707a2fec049f709e0894f2/Fuel%20Engine%20Co%20Optimization-2.csv,"Co-Optima Co-Optimizer Fuel Engine Co Optimization-2.csv, commit fe0342ab50c2bbe1ce707a2fec049f709e0894f2.",Co-Optima selected property value,Original source label: Scifinder; flag: predicted,reported,B,Measured/predicted flag retained exactly from the NREL export.,identity + property + reference matched to the audited prior provenance table
PV-00860,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y06,Flash point,57.32,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00861,HC-0131,development,3-Ethylnonane,FKJSIWPQZCKMIL-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.0861,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-00862,HC-0132,development,3-Ethyloctane,OEYGTUAKNZFCDJ-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.057,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-00863,HC-0132,development,3-Ethyloctane,OEYGTUAKNZFCDJ-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,32.293781,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0004,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
