reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0068,"Paredes, M. L. L.[Marcio L. L.]; Reis, R. A.[Rodrigo A.]; Silva, A. A.[Amanda A.]; Santos, R. N. G.[Rafael N. G.]; Santos, G. J.[Gisele J.]; Ribeiro, M. H. A.; Ximango, P. B. (2012). Densities, sound velocities, and refractive indexes of (tetralin + n-decane) and thermodynamic modeling by Prigogine-Flory-Patterson model. J. Chem. Thermodyn. 45, 35-42. https://doi.org/10.1016/j.jct.2011.09.001",10.1016/j.jct.2011.09.001,https://doi.org/10.1016/j.jct.2011.09.001,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0069,NIST Chemistry WebBook evaluated fusion temperature: Average of 23 out of 25 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C124185&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0070,NIST Chemistry WebBook evaluated normal boiling point: Average of 34 out of 43 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C124185&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0071,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112403&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0072,"Han, H.[Haishui]; Li, Z.[Zhuolin]; Chen, X.[Xinglong]; Li, S.[Shi]; Qin, J.[Jishun] (2017). Volume expansion prediction of supercritical CO 2  + crude oil. Fluid Phase Equilib. 439, 9-17. https://doi.org/10.1016/j.fluid.2017.02.010",10.1016/j.fluid.2017.02.010,https://doi.org/10.1016/j.fluid.2017.02.010,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0073,NIST Chemistry WebBook evaluated fusion temperature: Average of 35 out of 45 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112403&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0074,NIST Chemistry WebBook evaluated normal boiling point: Average of 22 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112403&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0075,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112958&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0076,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/8350,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0077,NIST Chemistry WebBook evaluated fusion temperature: Average of 26 out of 30 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112958&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0078,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C112958&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0079,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629787&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0080,"Luning Prak, D.[Dianne]; Lee, B.[Bridget]; Cowart, J.[Jim]; Trulove, P.[Paul] (2017). Density, Viscosity, Speed of Sound, Bulk Modulus, Surface Tension, and Flash Point of Binary Mixtures of Butylbenzene + Linear Alkanes (n-Decane, n-Dodecane, n-Tetradecane, n-Hexadecane, or n-Heptadecane) at 0.1 MPa. J. Chem. Eng. Data 62, 169-187. https://doi.org/10.1021/acs.jced.6b00542",10.1021/acs.jced.6b00542,https://doi.org/10.1021/acs.jced.6b00542,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0081,NIST Chemistry WebBook evaluated fusion temperature: Average of 28 out of 29 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629787&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0082,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629787&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0083,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C142825&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0084,"Barbosa, E. F. G.[Ester F.G.]; Pereira, E. V.[Elsa V.]; Santos, A. F. S.[Angela F.S.]; Lampreia, I. M. S.[Isabel M.S.] (2017). Conformational analysis of branched alkanes using limiting partial molar volumes. J. Chem. Thermodyn. 115, 84-90. https://doi.org/10.1016/j.jct.2017.07.026",10.1016/j.jct.2017.07.026,https://doi.org/10.1016/j.jct.2017.07.026,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0085,NIST Chemistry WebBook evaluated fusion temperature: Average of 51 out of 52 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C142825&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0086,NIST Chemistry WebBook evaluated normal boiling point: Average of 215 out of 227 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C142825&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0087,"Fraser and Prosen, 1955 Fraser, F.M.; Prosen, E.J., Heats of combustion of liquid n-hexadecane, 1-hexadecene, n-decylbenzene, n-decylcyclohexane, n-decylcyclopentane, and the variation of heat of combustion with chain length, J. Res. NBS, 1955, 55, 329-333. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C544763&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0088,NIST Chemistry WebBook evaluated fusion temperature: Average of 52 out of 54 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C544763&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0089,NIST Chemistry WebBook evaluated normal boiling point: Average of 10 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C544763&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0090,"Good and Smith, 1969 Good, W.D.; Smith, N.K., Enthalpies of combustion of toluene, benzene, cyclohexane, cyclohexene, methylcyclopentane, 1-methylcyclopentene, and n-hexane, J. Chem. Eng. Data, 1969, 14, 102-106. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C110543&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0091,"Jalili, A. H.[Amir Hossein]; Sina, M.[Mitra] (2008). Isobaric Vapor-Liquid Equilibria of Hexane + 1-Decene and Octane + 1-Decene Mixtures. J. Chem. Eng. Data 53, 398-402. https://doi.org/10.1021/je700445y",10.1021/je700445y,https://doi.org/10.1021/je700445y,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0092,NIST Chemistry WebBook evaluated fusion temperature: Average of 32 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C110543&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0093,NIST Chemistry WebBook evaluated normal boiling point: Average of 85 out of 100 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C110543&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0094,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629925&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0095,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/8349,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0096,NIST Chemistry WebBook evaluated fusion temperature: Average of 10 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629925&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0097,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C629925&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0098,"Good, 1969 Good, W.D., Enthalpies of combustion and formation of 11 isomeric nonanes, J. Chem. Eng. Data, 1969, 14, 231-235. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111842&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0099,NIST Chemistry WebBook evaluated fusion temperature: Average of 24 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111842&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0100,NIST Chemistry WebBook evaluated normal boiling point: Average of 44 out of 51 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111842&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0101,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C593453&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0102,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/8348,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0103,NIST Chemistry WebBook evaluated fusion temperature: Average of 35 out of 37 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C593453&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0104,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C593453&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0105,"Good, 1972 Good, W.D., The enthalpies of combustion and formation of n-octane and 2,2,3,3-tetramethylbutane, J. Chem. Thermodyn., 1972, 4, 709-714. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C111659&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
